Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
,Acta Universitatis Palackianae Olomucensis Sociologica-Andragogica 2007,,9788024418490,Univerzita Palackého v Olomouci,17,142,?eský,"Sborník p?ísp?vk? s texty z dílen interních ?len? katedrysociologie a andragogiky, s p?ísp?vky student? i emeritních vyu?ujících.",,,,,2008
,Acta Universitatis Palackianae Olomucensis Sociologica-Philosophica-Aesthetica 30 Kontexty V,,9788024413822,Univerzita Palackého v Olomouci,17,164,?esky,Pravidelný sborník katedry teorie a d?jin dramatických um?ní Filozofické fakulty Univerzity Palackého v Olomouci.,,,,,2006
,Acta Universitatis Palackianae Olomucensis Theologica 8,,9788024417554,Univerzita Palackého v Olomouci,17,168,,Každoro?ní sborník kateder Cyrilometod?jské fakulty Univerzity Palackého v Olomouci.,,,,,2007
"Zajícová, Lenka (editor)",Acta Universitatis Palackianae Olomucensis Theologica Olomucensia V,,9788024407920,Univerzita Palackého v Olomouci,0,118,,Pravidelný sborník p?ísp?vk? Cyrilometod?jské teologické fakulty Univerzity Palackého v Olomouci.,,,,,2003
"Steinmetz, Karel",Acta Universitatis Palackianae Olomucensis. Hudební v?da a výchova 9. Musica VII – 2003,,9788024407739,Univerzita Palackého v Olomouci,2,164,?eský,"Sborník Katedry hudební výchovy Pedagogické fakulty Univerzity Palacké ho v Olomouci vydaný k poct? profesora doktora filosofie Pavala Klapila, kandidáta v?d.",,,,,2003
,Acta VIII. conventus velehradensis anno 2007,K hlubší solidarit? mezi k?es?any v Evrop?,9788074120985,REFUGIUM Velehrad-Roma,0,544,"?eský, anglický, ukrajinský",Tradice velehradských kongres? ožila v roce 2007 jubilejním setkáním více než 200 delegát? z celého sv?ta. Sborník p?ináší kompletní vystoupení ú?astník? kongresu. Atmosféru významného ekumenického setkání dokreslují jedine?né fotografie.,,,,,2012
"Marquardt, Michael J.",Action Learning,Ú?inná metoda ?ešení problém? a nácviku interpersonálních dovedností pro vedení a rozvoj tým?,9788072612291,Management Press,1,228,?eský,"Americký specialista v oboru rozvoje lidských zdroj? a ""guru"" metody Action Learning p?edstavuje možnosti optimálního využití této revolu?ní metody v personální a podnikové praxi. Jde zejména o oblasti efektivního ?ešení problém? prost?ednictvím inova?ních a udržitelných strategií, o rozvoj v?d?ích dovedností manažer?, budování vysoce funk?ních a p?izp?sobivých tým?, prosazování organiza?ních zm?n a získávání, sdílení a využívání informací na úrovni jednotlivce, skupiny, organizace i místních spole?enství.",,"Management TC, s. r. o.",Optimizing the Power of Action Learning. Solving Problems and Building Leaders in Real Time,anglický,2011
,"Actiones, condictiones, exceptiones",13. setkání právních romanist? ?eské a Slovenské republiky,9788021056800,Masarykova univerzita,2,137,"?eský, slovenský, anglický","Ve dnech 13.–15. kv?tna 2011 Katedra d?jin státu a práva Právnické fakulty Masarykovy univerzity uspo?ádala 13. konferenci právních romanist? ?eské republiky a Slovenské republiky. Téma zn?lo: „Actiones, condictiones, exceptiones“ a sm??ovalo k prost?edk?m procesní ochrany. Zazn?ly tak zde p?ísp?vky zabývající se samotnými ko?eny procesního práva a n?kterých žalob, avšak i p?ísp?vky, jež ukazovaly další osudy ?ímského práva ve st?edov?kém a kanonickém právu. Kone?n? byla ukázána i provázanost sou?asného práva s právem ?ímským.",,,,,2012
,ActionScript 3.0,Oficiální výukový kurz,9788025133354,"Computer Press, a. s.",5,384,?eský,"Populární p?íru?ky z edice Oficiální výukový kurz nabízejí nejrychlejší a nejprakti?t?jší zp?sob, jak se nau?it pracovat s produkty Adobe. V patnácti lekcích se nau?íte pomocí ActionScriptu vytvá?et animace a p?sobivé grafické efekty, se kterými pozvednete svou webovou prezentaci na zcela novou úrove?. Veškeré zdrojové kódy v knize jsou pln? lokalizovány do ?eštiny a jsou dostupné na CD.",,,,,2011
"Ž?rek, Martin",Activity Based Management – tržní prost?edí uvnit? podniku,Teze diserta?ní práce,9788074540660,Univerzita Tomáše Bati ve Zlín?,17,50,?eský,"První zmínky týkající se tématu diserta?ní práce se u nás za?aly objevovat p?ed lety v rámci ?ízení workflow pomocí informa?ních systém?, postupem doby se však zjistilo, že se procesní ?ízení v praxi velmi obtížn? prosazuje bez pádných ekonomických argument?. Proto logicky následoval p?echod u autora k ABM (Activity Based Management) jako ucelenému manažerskému systému, jež poskytuje nástroje k procesnímu ?ízení podniku na základ? tvrdých ekonomických dat.",,,,,2011
"Fulghum, Robert",Ach jo,,9788025705926,Argo spol. s r.o.,13,148,?eský,"Další kniha drobných p?íb?h?, úvah, zamyšlení a filozofických post?eh? známého a oblíbeného autora.",,"Hrubý, Ji?í",Uh-Oh,anglický,2012
,"Ach, ta láska!",,9788072098170,"Nakladatelství Slovart, s.r.o.",999,368,?eský,"Ach, ta láska! je odvážná sbírka romantických a bláznivých slov, která napsali ti nejpomaten?jší a nejzt?ešt?n?jší zamilovaní na sv?t?. Spisovatelé (od Sofokla po Shakespeara, od Goetheho po Wordswortha) nám prozradí vše o t?ch nejprudších citech, které, pokud jsme m?li to št?stí, v?tšinu z nás alespo? jednou za život zachvátily.  ",,Jana Beránková,,anglický,2006
"Žá?ek, Jan","Ach, ta zví?ata",P?íb?hy pro d?ti i dosp?lé,9788020415394,"Mladá fronta, a.s.",13,120,?eský,"Podobenství ze života zví?at jsou oblíbenou formou, jak nastavit zrcadlo lidským slab?stkám i nešvar?m. Autor s humorem vykresluje zví?ata v situacích, které až p?ekvapiv? d?v?rn? známe z každodenního života.","Kotrch, Václav",,,,2007
"Zelenka, Zden?k","Ach, ty vraždy! 1",,9788074040764,?eská televize - Edice ?T,13,200,?eský,"Ach, ty vraždy! 1, 2 – detektivní povídky podle stejnojmenných díl? úsp?šného televizního cyklu, který scenárista a režisér Zden?k Zelenka napsal pro here?ku Ji?inu Bohdalovou. Jde o sérii žánrov? rozdílných dob?e vystav?ných kriminálních p?íb?h?, v nichž nechybí nevšední zápletky, nap?tí, humorné situace a p?evleky. Hlavní hrdinka JUDr. Kv?ta Kalendová se tak postupn? ocitne v k?ži poš?a?ky, bezdomovkyn?, uklíze?ky, svého vlastního dvoj?ete nebo profesorky na gymnáziu.",,,,,2011
"Zelenka, Zden?k - Zikmund, Petr","Ach, ty vraždy! 2",,9788074040771,?eská televize - Edice ?T,13,200,?eský,"Ach, ty vraždy! 1, 2 – detektivní povídky podle stejnojmenných díl? úsp?šného televizního cyklu, který scenárista a režisér Zden?k Zelenka napsal pro here?ku Ji?inu Bohdalovou. Jde o sérii žánrov? rozdílných dob?e vystav?ných kriminálních p?íb?h?, v nichž nechybí nevšední zápletky, nap?tí, humorné situace a p?evleky. Hlavní hrdinka JUDr. Kv?ta Kalendová se tak postupn? ocitne v k?ži poš?a?ky, bezdomovkyn?, uklíze?ky, svého vlastního dvoj?ete nebo profesorky na gymnáziu.",,,,,2011
"Millerová, Madeline",Achilleova píse?,,9788072949274,"HOST - vydavatelství, s. r. o.",13,368,?eský,"?ecko v ?asech hrdin?. Patroklos, nešikovný mladý princ, byl vyhošt?n do království Fthie, kde žije p?ehlížen ve stínu krále Pelea a jeho zlatovlasého syna Achillea.  Achilleus, „nejlepší ze všech ?ek?“, je vším, ?ím Patroklos není — silný, krásný, syn bohyn? —, a jejich cesty se nikdy nem?ly zk?ížit. Jednoho dne ho však Achilleus vezme pod svou ochranu a brzy se z nich stanou p?átelé. Vzd?lávají se v um?ní války a medicíny a z jejich pouta vznikne n?co mnohem hlubšího — k nelibosti Achilleovy matky Thetidy, kruté mo?ské nymfy.   Když p?ijde zpráva, že byla unesena Helena Spartská, jsou ?e?tí muži vyzváni, aby šli do války proti Troji. Achilleus se p?ipojí, sveden p?íslibem slavného osudu. Patroklos, zmítaný láskou a strachem o svého p?ítele, následuje Achillea do války, aniž tuší, jak krutá zkouška je ?eká.   Toto dojemné a originální ztvárn?ní trojské války je zni?ujícím p?íb?hem lásky a soupe?ení mezi bohy a lidmi. Hlavní zápas se však odehrává mezi nelítostnou ctižádostí a touhou lidského srdce po míru.",,"Ka?er, Tomáš",,anglický,2014
"QUINTUS ZE SMYRNY, TOMEŠ, Vladimír",Achilleus a Penthesileia,P?íb?h z trójské války,9788085197419,Bonaventura,13,52,,P?íb?h z trójské války.,,,,,2005
"Reeves, Nicholas",Achnaton,Falešný egyptský prorok,9788071856306,Paseka,2,216,?eský,"Achnaton (Amenhotep IV.), manžel krásné Nefertiti a otec Tutanchamona, je jednou z nejzajímav?jších osobností sv?tových d?jin. O jeho podob? se vedou spory, spekuluje se dokonce, že byl eunuchem ?i ženou. Jindy se o n?m mluví jako o filozofovi na tr?n?, který temné podsv?tní bohy nahradil  zá?ícím slune?ním kotou?em Atonem. Autor ve své p?evratné knize podává zcela nový pohled na bou?livé události Achnatonovy vlády a p?edstavuje provokativní výklad faraonovy osobnosti.",,"Malátková, Jolana",Akhenaten. Egypt´s False Prophet,angli?tina,2003
"Adams, Will",Achnaton?v poklad,,9788074610004,BB/art,13,336,?eský,"U trhovce na jedné prašné alexandrijské ulici objeví egyptolog Daniel Knox ví?ko keramické nádobky, do níž prastará sekta esejc? ukládala náboženské svitky. Co d?lají svitky od Mrtvého mo?e v Egypt?? Snaha najít odpov?? na tuto otázku Knoxe zavede na dobrodružné pátrání po židovské sekt?, ovšem do cesty se mu postaví fanatický duchovní Ernest Peterson. - Thriller.",,"Posko?ilová, Eva",The Exodus Quest,anglický,2011
"Adams, Will",Achnaton?v poklad,,9788074613678,BB/art,13,336,?eský,"U trhovce na jedné prašné alexandrijské ulici objeví egyptolog Daniel Knox ví?ko keramické nádobky, do níž prastará sekta esejc? ukládala náboženské svitky. Co d?lají svitky od Mrtvého mo?e v Egypt?? Snaha najít odpov?? na tuto otázku Knoxe zavede na dobrodružné pátrání po židovské sekt?, ovšem do cesty se mu postaví fanatický duchovní Ernest Peterson. P?i jejich st?etnutí je zabit egyptský archeolog a na Knoxe padne podez?ení, že je zodpov?dný za jeho smrt. Jako by to nesta?ilo, Knoxova p?ítelkyn? Gaille, která pracuje na jiných vykopávkách, kde se objevují náznaky spojení egyptského faraona Achnatona a Mojžíše, se stane ob?tí únosu a Knox ji musí za každou cenu osvobodit.",,"Posko?ilová, Eva",The Exodus Quest,anglický,2013
"Palátová, Eva",ATA MUA,Kolem sv?ta za 800 dní,9788086785134,Jota,13,280,?eský,"Na za?átku byl sm?lý sen dvou kamarád? objet zem?kouli. Skromn?, s bat?žkem a bez po?áte?ních prost?edk?. Na dva roky prázdnin si kuriózn? vyd?lali v Austrálii a pak se vrhli do nitra tajuplných zemí kolem vzdáleného Pacifiku. Jejich reportáže zasílané dom? nejd?ív jen p?átel?m si velmi záhy získaly srdce široké ve?ejnosti. ?ekejte smrš? na vaši bránici, svižnou, rychlou ?etbu i milý vizuální dotek. A v?zte, že plnit sny si jde! Dozvíte se, co skrývá zakázaná oblast pod nejaktivn?jší sopkou sv?ta v Indonésii, zda se v odlehlých údolích Himálaje opravdu dochovalo mnohomužství ?i jaké je nejst?ežen?jší tajemství Zélandu. Zveme vás za lovci lebek do nitra Bornea, a že návrat dom? „s opicí“ už znáte? I s metrákovým orangutanem? A víte, co u?í d?ti v Polynésii, v rajské škole na konci sv?ta?",,,,,2011
"Graber, Rudolf",Atanáš a dnešní církev,,9788023825862,Matice cyrilometod?jská s. r. o.,0,52,?eský,"Kniha až šokujících skute?ností ze života biskupa Atanáše (296–373), jenž bojoval proti blud?m rozší?eným v církvi. ?tená?i se nabízí srovnání s dnešními „progresivními sm?ry“, které ve sv?tle této knihy už nejsou tak „nové“ a „moderní“, nýbrž p?ekonané a jasn? teologicky odsouzené.",,,,,1998
"Graber, Rudolf",Atanáš a dnešní církev,,9788072663057,Matice cyrilometod?jská s. r. o.,0,64,?eský,"Kniha až šokujících skute?ností ze života biskupa Atanáše (296–373), jenž bojoval proti blud?m rozší?eným v církvi. ?tená?i se nabízí srovnání s dnešními „progresivními sm?ry“, které ve sv?tle této knihy už nejsou tak „nové“ a „moderní“, nýbrž p?ekonané a jasn? teologicky odsouzené.",,"Mrázková, Marie",Athanasius und die Kirche unserer Zeit,n?mecký,2009
"Horová, Jitka",Ateliér výtvarných nápad?,Praktický kalendá? tvo?ivé recyklace,9788073674403,"Portál, s.r.o.",2,130,?eský,"Zásobník nám?t? pro jednoduché a vkusné tvo?ení je inspirován p?irozeným b?hem kalendá?ního roku a lidovými tradicemi, najdete v n?m tipy pro všechna ro?ní období. Nám?ty jsou nenáro?né na materiál – tvo?íme z odpadových materiál? a z p?írodnin. Nám?ty pro výtvarné a pracovní ?innosti jsou p?irozen? propojeny s v?domostními úkoly na ekologická témata. Kniha osloví rodi?e šikovných d?tí p?edškolního v?ku a inspiraci v ní najdou i u?itelé, vychovatelé a vedoucí výtvarných kroužk?.",,,,,2008
"Bergman, Richard",Ateliéry slavných,,9788090550810,Regulus,9,292,?eský,"Kniha zachycuje dvanáct návšt?v ateliér? p?edních ?eských výtvarných um?lc? a rozhovory s nimi. Jsou zde vyjád?eny ryzí pocity a názory na vlastní tvorbu um?lc? jako Tomáš Bím, Karel Chaba, Vladimír Komárek, Jaroslav Šerých, Olbram Zoubek a další. Kniha je dopln?na fotografickými dokumenty a umož?uje tak si vytvo?it plastický obraz o díle p?edních ?eských malí?? a socha??.",,,,,2015
"Anton, Uwe",Atentát na Hayoku,,9788024338491,"Moravská Bastei MOBA, s.r.o.",13,64,?eský,"V roce 1333 n.g.l. je situace v Mlé?né dráze vyhrocená a sou?asn? nejasná jak už po celá desetiletí ne. A všechno je vlastn? zp?sobeno jen jednou malou zm?nou: zvýšením hyperfyzikálního odporu. Kv?li tomu p?estaly fungovat skoro veškeré složité technologie. Tento výpadek uvrhl veškeré vysokotechnologické kultury Mlé?né dráhy v chaos. Další následek: Takzvaný hv?zdný oceán Jamondi se momentáln? ?ítí zp?t do Mlé?né dráhy – a s ním i jeho tajuplní páni. Zdá se, že všechny tyto události se sbíhají v sektoru Hayok…",,"Ry?l, František",,n?mecký,2009
"Emmert, František",Atentát na Heydricha,,9788087222003,B4U Publishing s.r.o.,2,96,?eský,"29. prosince 1941 vyskakují nad územím protektorátu ?echy a Morava skupiny Silver A, Silver B a Anthropoid, aby po dlouhých m?sících, 27. kv?tna 1942, ?eskoslovenští parašutisté Jozef Gab?ík a Jan Kubiš, spáchali atentát na zastupujícího ?íšského protektora. Reinhard Heydrich po n?kolika dnech umírá a ze strany n?meckých okupant? následuje obrovská vlna teroru a represí. Jeden z nejvýznamn?jších ?in? protin?meckého odporu v rámci celé Evropy. Kniha z edice Muzeum ?eské historie p?ipomíná tento významný okamžik a podrobn? mapuje všechny události od vytvo?ení výsadkových skupin v zahrani?í až po vyhlazení obce Lidice. P?ináší také mnoho dobových fotografií a unikátních dokument?, které v knize naleznete v podob? p?iložených faksimilií.",,,,,2008
"Ivanov, Miroslav",Atentát na Reinharda Heydricha,,9788073880644,NAKLADATELSTVÍ XYZ s.r.o.,13,350,?eský,"Kniha o hrdinném ?inu, který odstartoval kruté represe nacistického režimu, je podrobnou rekonstrukcí atentátu na zastupujícího ?íšského protektora, provedeného ?eskými výsadká?i 27. kv?tna 1942. Miroslav Ivanov, jeden z nejvýznamn?jších autor? literatury faktu, doplnil výpov?di o atentátu na Reinharda Heydricha, o n?které nov? zjišt?né skute?nosti.",,,,,2008
"Šustek, Vojt?ch",Atentát na Reinharda Heydricha a druhé stanné právo na území tzv. protektorátu ?echy a Morava,,9788086852423,Archiv hlavního m?sta Prahy,2,1196,"?eský, n?mecky","Komentovaná edice více než 500 n?meckojazy?ných dokument?, vzniklých bu? v okruhu p?sobnosti n?mecké politické a policejní správy na území tzv. protektorátu ?echy a Morava, nebo v úst?edních n?meckých ú?adech v Berlín?, p?ípadn? t?mto ú?ad?m adresovaných. Dokumenty jsou opat?eny doslovným ?eským p?ekladem.",,,,,2013
"Cain, Tom",Atentátník,,9788020426369,"Mladá fronta, a.s.",13,320,?eský,"Když v Dubaji zem?ou násilnou smrtí dva pašeráci lidí a v San Francisku postihne smrtelná autonehoda ú?etního gangu na praní pen?z, nesou všechna tato úmrtí nezam?nitelné známky „nehod“ zp?sobených Samuelem Carverem. Carver by však už nem?l být aktivní. P?ísahal, že se ke svému p?vodnímu životu nevrátí. Jeho starý kontakt z MI6 by proto rád zjistil, pro? zm?nil názor. Kdo ho platí? Kdo bude jeho p?íštím ter?em? N?kdo Carvera napodobuje, snaží se na n?ho svést zlo?iny, které nespáchal, a za vším nejspíš stojí touha po pomst?. Chce Carvera zni?it, a nakonec ho zesm?šnit útokem na nejvíce st?ežený cíl, na nového prezidenta Spojených stát? amerických.  Sam Carver je nucen využít všechny své dovednosti, aby svého nep?ítele našel a zastavil. Sám a na út?ku se snaží o?istit své jméno. Nejprve však musí zastavit smrtící ránu, kterou by jinak slyšel celý sv?t.",,"Balek, Ji?í",Assassin,anglický,2012
